targetingTimeMilliseconds,targetingTimeMicroseconds,targetPosition,targetEdgesFromLeft,groundTruthPosition,estimatedPosition,estimatedEdgesFromLeft,timeSinceLastEdge,timeBetweenLastEdges,forwardsEdgesSinceLastLimit,backwardsEdgesSinceLastLimit,lastLimit,timeSinceLastLimit,edgesBetweenLimits,atLeftLimit,atRightLimit,opticalSensorDarkness,motorDirection,motorDuty
89,90064,77,1,635,682,16,1063,31,28,12,-1,41482,24,0,0,634,-1,255
95,95756,77,1,628,682,16,1068,31,28,12,-1,41488,24,0,0,628,-1,255
101,101524,77,1,621,639,15,4,1070,28,13,-1,41493,24,0,0,620,-1,255
106,107276,77,1,612,639,15,9,1070,28,13,-1,41499,24,0,0,612,-1,255
113,113064,77,1,603,639,15,16,1070,28,13,-1,41506,24,0,0,603,-1,255
119,118940,77,1,596,639,15,22,1070,28,13,-1,41511,24,0,0,595,-1,255
124,124792,77,1,588,639,15,28,1070,28,13,-1,41517,24,0,0,587,-1,255
130,130688,77,1,577,596,14,3,30,28,14,-1,41523,24,0,0,577,-1,255
136,136264,77,1,571,596,14,9,30,28,14,-1,41528,24,0,0,571,-1,255
141,141876,77,1,561,596,14,14,30,28,14,-1,41534,24,0,0,561,-1,255
147,147592,77,1,554,596,14,20,30,28,14,-1,41539,24,0,0,554,-1,255
152,153264,77,1,545,596,14,26,30,28,14,-1,41546,24,0,0,545,-1,255
159,158960,77,1,536,596,14,32,30,28,14,-1,41551,24,0,0,536,-1,255
164,164684,77,1,528,554,13,3,34,28,15,-1,41557,24,0,0,528,-1,255
170,170260,77,1,519,554,13,9,34,28,15,-1,41562,24,0,0,519,-1,255
175,175876,77,1,510,554,13,14,34,28,15,-1,41568,24,0,0,510,-1,255
181,181576,77,1,500,554,13,20,34,28,15,-1,41573,24,0,0,500,-1,255
186,187260,77,1,492,554,13,26,34,28,15,-1,41579,24,0,0,492,-1,255
192,192992,77,1,482,511,12,3,28,28,16,-1,41585,24,0,0,482,-1,255
198,198580,77,1,474,511,12,10,28,28,16,-1,41591,24,0,0,474,-1,255
204,204260,77,1,466,511,12,15,28,28,16,-1,41597,24,0,0,466,-1,255
209,209964,77,1,456,511,12,21,28,28,16,-1,41602,24,0,0,456,-1,255
215,215652,77,1,447,511,12,26,28,28,16,-1,41608,24,0,0,447,-1,255
221,221384,77,1,439,468,11,3,29,28,17,-1,41613,24,0,0,438,-1,255
226,226960,77,1,429,468,11,8,29,28,17,-1,41619,24,0,0,429,-1,255
232,232592,77,1,419,468,11,14,29,28,17,-1,41624,24,0,0,419,-1,255
237,238272,77,1,411,468,11,20,29,28,17,-1,41631,24,0,0,411,-1,255
244,243956,77,1,404,468,11,26,29,28,17,-1,41636,24,0,0,405,-1,255
249,249684,77,1,394,426,10,3,28,28,18,-1,41642,24,0,0,394,-1,255
255,255272,77,1,384,426,10,9,28,28,18,-1,41647,24,0,0,384,-1,255
260,260880,77,1,377,426,10,14,28,28,18,-1,41653,24,0,0,376,-1,255
266,266576,77,1,367,426,10,20,28,28,18,-1,41658,24,0,0,367,-1,255
271,272268,77,1,357,426,10,26,28,28,18,-1,41664,24,0,0,357,-1,255
277,277960,77,1,348,426,10,31,28,28,18,-1,41670,24,0,0,348,-1,255
283,283692,77,1,339,383,9,5,33,28,19,-1,41676,24,0,0,338,-1,255
289,289184,77,1,331,383,9,10,33,28,19,-1,41682,24,0,0,331,-1,255
294,294796,77,1,321,383,9,15,33,28,19,-1,41687,24,0,0,320,-1,255
300,300400,77,1,311,383,9,21,33,28,19,-1,41692,24,0,0,311,-1,255
305,306040,77,1,303,341,8,3,23,28,20,-1,41698,24,0,0,303,-1,255
311,311536,77,1,295,341,8,9,23,28,20,-1,41703,24,0,0,295,-1,255
316,317080,77,1,288,341,8,14,23,28,20,-1,41709,24,0,0,288,-1,255
322,322676,77,1,281,341,8,20,23,28,20,-1,41714,24,0,0,281,-1,255
328,328276,77,1,273,341,8,26,23,28,20,-1,41721,24,0,0,272,-1,255
334,333892,77,1,262,341,8,32,23,28,20,-1,41726,24,0,0,262,-1,255
339,339528,77,1,253,298,7,3,34,28,21,-1,41732,24,0,0,253,-1,255
344,345028,77,1,245,298,7,9,34,28,21,-1,41737,24,0,0,244,-1,255
350,350552,77,1,237,298,7,14,34,28,21,-1,41742,24,0,0,237,-1,255
355,356160,77,1,229,298,7,19,34,28,21,-1,41748,24,0,0,229,-1,255
361,361776,77,1,221,298,7,25,34,28,21,-1,41753,24,0,0,221,-1,255
367,367408,77,1,213,255,6,4,27,28,22,-1,41760,24,0,0,213,-1,255
373,372928,77,1,206,255,6,10,27,28,22,-1,41765,24,0,0,205,-1,255
378,378520,77,1,198,255,6,15,27,28,22,-1,41771,24,0,0,198,-1,255
384,384144,77,1,190,255,6,21,27,28,22,-1,41776,24,0,0,190,-1,255
389,389736,77,1,182,255,6,26,27,28,22,-1,41782,24,0,0,182,-1,255
395,395344,77,1,175,255,6,32,27,28,22,-1,41787,24,0,0,175,-1,255
400,400980,77,1,165,213,5,3,34,28,23,-1,41793,24,0,0,165,-1,255
405,406484,77,1,157,213,5,9,34,28,23,-1,41798,24,0,0,157,-1,255
412,412008,77,1,150,213,5,15,34,28,23,-1,41804,24,0,0,150,-1,255
417,417616,77,1,142,213,5,20,34,28,23,-1,41810,24,0,0,142,-1,255
423,423220,77,1,134,213,5,26,34,28,23,-1,41815,24,0,0,134,-1,255
428,428852,77,1,125,213,5,31,34,28,23,-1,41821,24,0,0,125,-1,255
434,434480,77,1,117,170,4,3,34,28,24,-1,41826,24,0,0,117,-1,255
439,439976,77,1,109,170,4,8,34,28,24,-1,41832,24,0,0,109,-1,255
445,445500,77,1,100,170,4,14,34,28,24,-1,41837,24,0,0,99,-1,255
450,451024,77,1,90,170,4,19,34,28,24,-1,41844,24,0,0,89,-1,255
456,456464,77,1,83,170,4,25,34,28,24,-1,41849,24,0,0,82,-1,255
462,461928,77,1,74,127,3,4,27,28,25,-1,41854,24,0,0,73,-1,255
467,467256,77,1,63,127,3,9,27,28,25,-1,41859,24,0,0,63,-1,255
472,472632,77,1,56,127,3,14,27,28,25,-1,41865,24,0,0,56,-1,255
477,478056,77,1,49,127,3,19,27,28,25,-1,41870,24,0,0,49,-1,255
483,483516,77,1,40,127,3,25,27,28,25,-1,41875,24,0,0,40,-1,255
488,488932,77,1,32,127,3,30,27,28,25,-1,41881,24,0,0,31,-1,255
493,494400,77,1,27,85,2,4,32,28,26,-1,41887,24,0,0,23,-1,255
499,499644,77,1,15,85,2,9,32,28,26,-1,41892,24,0,0,17,-1,255
505,504912,77,1,8,85,2,15,32,28,26,-1,41897,24,0,0,8,-1,255
510,510128,77,1,4,85,2,20,32,28,26,-1,41902,24,0,0,3,-1,255
515,515348,77,1,0,85,2,25,32,28,26,-1,41907,24,0,0,0,-1,255
520,520480,77,1,0,85,2,30,32,28,26,-1,41912,24,0,0,0,-1,255
524,524728,77,1,0,42,1,2,32,28,27,-1,41917,24,0,0,0,0,255
1523,1522816,77,1,0,0,0,996,5,0,0,-1,42915,24,1,0,0,0,255
0,384,825,19,0,0,0,998,5,0,0,-1,42918,24,1,0,0,0,255
3,2780,825,19,0,0,0,1000,5,0,0,-1,42921,24,1,0,0,0,255
9,8816,825,19,0,0,0,1006,5,0,0,-1,42926,24,1,0,0,1,255
13,13628,825,19,0,0,0,1011,5,0,0,-1,42931,24,1,0,0,1,255
18,18556,825,19,0,0,0,1016,5,0,0,-1,42935,24,1,0,0,1,255
23,23488,825,19,0,0,0,1021,5,0,0,-1,42940,24,1,0,1,1,255
28,28432,825,19,0,0,0,1026,5,0,0,-1,42945,24,1,0,0,1,255
32,33352,825,19,0,0,0,1030,5,0,0,-1,42950,24,1,0,0,1,255
38,38276,825,19,0,0,0,1036,5,0,0,-1,42956,24,1,0,0,1,255
43,43204,825,19,0,0,0,1041,5,0,0,-1,42960,24,1,0,0,1,255
48,48132,825,19,0,0,0,1046,5,0,0,-1,42965,24,1,0,0,1,255
53,53068,825,19,0,0,0,1051,5,0,0,-1,42970,24,1,0,0,1,255
57,58000,825,19,0,0,0,1055,5,0,0,-1,42975,24,1,0,0,1,255
62,62924,825,19,0,0,0,1060,5,0,0,-1,42980,24,1,0,0,1,255
67,67852,825,19,0,0,0,1065,5,0,0,-1,42985,24,1,0,0,1,255
72,72788,825,19,0,0,0,1070,5,0,0,-1,42989,24,1,0,0,1,255
77,77716,825,19,0,0,0,1075,5,0,0,-1,42994,24,1,0,0,1,255
83,82648,825,19,0,0,0,1081,5,0,0,-1,43000,24,1,0,0,1,255
87,87572,825,19,0,0,0,1085,5,0,0,-1,43005,24,1,0,0,1,255
92,92508,825,19,0,0,0,1090,5,0,0,-1,43010,24,1,0,0,1,255
97,97436,825,19,0,0,0,1095,5,0,0,-1,43014,24,1,0,0,1,255
102,102420,825,19,0,0,0,1100,5,0,0,-1,43019,24,1,0,0,1,255
107,107528,825,19,6,0,0,1105,5,0,0,-1,43024,24,1,0,6,1,255
112,112664,825,19,13,42,1,3,1107,1,0,-1,43029,24,0,0,13,1,255
117,117988,825,19,20,42,1,8,1107,1,0,-1,43035,24,0,0,21,1,255
123,123376,825,19,28,85,2,4,10,2,0,-1,43041,24,0,0,28,1,255
128,128524,825,19,33,85,2,9,10,2,0,-1,43046,24,0,0,37,1,255
133,133716,825,19,43,85,2,15,10,2,0,-1,43051,24,0,0,44,1,255
139,138980,825,19,51,85,2,20,10,2,0,-1,43056,24,0,0,51,1,255
144,144272,825,19,58,85,2,25,10,2,0,-1,43061,24,0,0,58,1,255
149,149528,825,19,64,85,2,30,10,2,0,-1,43066,24,0,0,64,1,255
154,154816,825,19,73,85,2,35,10,2,0,-1,43072,24,0,0,73,1,255
159,160096,825,19,82,127,3,3,37,3,0,-1,43077,24,0,0,82,1,255
165,165332,825,19,89,127,3,9,37,3,0,-1,43083,24,0,0,89,1,255
170,170612,825,19,98,127,3,15,37,3,0,-1,43088,24,0,0,101,1,255
176,176048,825,19,108,127,3,20,37,3,0,-1,43093,24,0,0,108,1,255
181,181568,825,19,114,127,3,25,37,3,0,-1,43099,24,0,0,116,1,255
187,187116,825,19,123,170,4,4,27,4,0,-1,43104,24,0,0,122,1,255
192,192536,825,19,131,170,4,9,27,4,0,-1,43109,24,0,0,131,1,255
197,197976,825,19,140,170,4,14,27,4,0,-1,43115,24,0,0,140,1,255
203,203500,825,19,149,170,4,20,27,4,0,-1,43120,24,0,0,147,1,255
209,209020,825,19,154,170,4,26,27,4,0,-1,43127,24,0,0,154,1,255
214,214548,825,19,162,170,4,32,27,4,0,-1,43132,24,0,0,163,1,255
220,220104,825,19,171,213,5,3,34,5,0,-1,43137,24,0,0,172,1,255
225,225512,825,19,179,213,5,8,34,5,0,-1,43143,24,0,0,180,1,255
230,230956,825,19,188,213,5,14,34,5,0,-1,43148,24,0,0,189,1,255
236,236496,825,19,196,213,5,19,34,5,0,-1,43153,24,0,0,197,1,255
241,242004,825,19,204,213,5,24,34,5,0,-1,43159,24,0,0,204,1,255
247,247524,825,19,213,213,5,30,34,5,0,-1,43164,24,0,0,212,1,255
253,253080,825,19,221,255,6,3,33,6,0,-1,43171,24,0,0,219,1,255
258,258492,825,19,227,255,6,8,33,6,0,-1,43176,24,0,0,228,1,255
264,263936,825,19,235,255,6,14,33,6,0,-1,43181,24,0,0,235,1,255
269,269476,825,19,243,255,6,19,33,6,0,-1,43187,24,0,0,243,1,255
274,274988,825,19,252,255,6,25,33,6,0,-1,43192,24,0,0,252,1,255
280,280536,825,19,262,298,7,3,27,7,0,-1,43197,24,0,0,261,1,255
285,285952,825,19,269,298,7,8,27,7,0,-1,43203,24,0,0,269,1,255
290,291396,825,19,278,298,7,15,27,7,0,-1,43209,24,0,0,279,1,255
297,296912,825,19,286,298,7,20,27,7,0,-1,43214,24,0,0,286,1,255
302,302440,825,19,295,298,7,25,27,7,0,-1,43220,24,0,0,295,1,255
308,307968,825,19,303,298,7,31,27,7,0,-1,43225,24,0,0,303,1,255
313,313520,825,19,311,341,8,3,33,8,0,-1,43231,24,0,0,311,1,255
318,318928,825,19,318,341,8,8,33,8,0,-1,43236,24,0,0,318,1,255
324,324388,825,19,325,341,8,14,33,8,0,-1,43241,24,0,0,325,1,255
329,329912,825,19,334,341,8,19,33,8,0,-1,43247,24,0,0,334,1,255
334,335452,825,19,343,341,8,26,33,8,0,-1,43253,24,0,0,343,1,255
341,340976,825,19,352,383,9,3,28,9,0,-1,43258,24,0,0,352,1,255
346,346384,825,19,360,383,9,8,28,9,0,-1,43264,24,0,0,361,1,255
351,351828,825,19,370,383,9,14,28,9,0,-1,43269,24,0,0,370,1,255
357,357352,825,19,378,383,9,19,28,9,0,-1,43274,24,0,0,378,1,255
362,362872,825,19,387,383,9,24,28,9,0,-1,43280,24,0,0,387,1,255
368,368424,825,19,397,383,9,30,28,9,0,-1,43285,24,0,0,397,1,255
373,373952,825,19,407,426,10,3,32,10,0,-1,43291,24,0,0,407,1,255
379,379540,825,19,416,426,10,10,32,10,0,-1,43297,24,0,0,416,1,255
385,385232,825,19,424,426,10,15,32,10,0,-1,43303,24,0,0,424,1,255
391,390944,825,19,434,426,10,21,32,10,0,-1,43308,24,0,0,434,1,255
396,396648,825,19,442,468,11,3,23,11,0,-1,43314,24,0,0,442,1,255
402,402252,825,19,453,468,11,9,23,11,0,-1,43319,24,0,0,453,1,255
407,407836,825,19,461,468,11,14,23,11,0,-1,43325,24,0,0,461,1,255
413,413552,825,19,471,468,11,20,23,11,0,-1,43330,24,0,0,471,1,255
418,419228,825,19,480,468,11,25,23,11,0,-1,43337,24,0,0,480,1,255
425,424952,825,19,490,511,12,3,29,12,0,-1,43343,24,0,0,490,1,255
430,430536,825,19,499,511,12,9,29,12,0,-1,43348,24,0,0,500,1,255
436,436144,825,19,509,511,12,14,29,12,0,-1,43353,24,0,0,509,1,255
441,441840,825,19,518,511,12,20,29,12,0,-1,43359,24,0,0,518,1,255
447,447552,825,19,528,511,12,25,29,12,0,-1,43365,24,0,0,529,1,255
452,453260,825,19,539,554,13,4,27,13,0,-1,43370,24,0,0,539,1,255
458,458840,825,19,548,554,13,9,27,13,0,-1,43376,24,0,0,548,1,255
464,464452,825,19,557,554,13,16,27,13,0,-1,43382,24,0,0,557,1,255
470,470144,825,19,568,554,13,21,27,13,0,-1,43388,24,0,0,568,1,255
475,475844,825,19,576,554,13,27,27,13,0,-1,43393,24,0,0,576,1,255
481,481556,825,19,587,596,14,3,29,14,0,-1,43399,24,0,0,587,1,255
487,487144,825,19,596,596,14,9,29,14,0,-1,43404,24,0,0,596,1,255
492,492752,825,19,608,596,14,14,29,14,0,-1,43410,24,0,0,608,1,255
498,498472,825,19,617,596,14,20,29,14,0,-1,43415,24,0,0,617,1,255
503,504176,825,19,626,639,15,3,22,15,0,-1,43422,24,0,0,626,1,255
510,509784,825,19,638,639,15,10,22,15,0,-1,43427,24,0,0,638,1,255
515,515448,825,19,648,639,15,15,22,15,0,-1,43433,24,0,0,648,1,255
521,521152,825,19,656,639,15,21,22,15,0,-1,43438,24,0,0,657,1,255
526,526840,825,19,668,639,15,27,22,15,0,-1,43444,24,0,0,668,1,255
532,532560,825,19,676,682,16,3,29,16,0,-1,43450,24,0,0,676,1,255
537,538148,825,19,688,682,16,9,29,16,0,-1,43455,24,0,0,688,1,255
543,543752,825,19,697,682,16,14,29,16,0,-1,43461,24,0,0,697,1,255
549,549452,825,19,707,682,16,21,29,16,0,-1,43467,24,0,0,707,1,255
555,555176,825,19,717,724,17,3,23,17,0,-1,43473,24,0,0,718,1,255
560,560756,825,19,727,724,17,9,23,17,0,-1,43478,24,0,0,727,1,255
566,566368,825,19,737,724,17,14,23,17,0,-1,43484,24,0,0,737,1,255
571,572092,825,19,747,724,17,20,23,17,0,-1,43489,24,0,0,747,1,255
577,577752,825,19,757,724,17,25,23,17,0,-1,43495,24,0,0,757,1,255
583,583480,825,19,766,767,18,4,27,18,0,-1,43500,24,0,0,767,1,255
588,589064,825,19,776,767,18,9,27,18,0,-1,43506,24,0,0,776,1,255
595,594672,825,19,786,767,18,16,27,18,0,-1,43512,24,0,0,786,1,255
600,600368,825,19,797,767,18,21,27,18,0,-1,43518,24,0,0,797,1,255
605,605160,825,19,806,809,19,2,24,19,0,-1,43523,24,0,0,806,0,255
1604,1604532,825,19,871,852,20,964,37,20,0,-1,44522,24,0,0,870,0,255
0,416,502,11,870,852,20,967,37,20,0,-1,44525,24,0,0,870,0,255
3,3340,502,11,870,852,20,971,37,20,0,-1,44529,24,0,0,871,0,255
11,10716,502,11,870,852,20,978,37,20,0,-1,44536,24,0,0,871,-1,255
17,16424,502,11,871,852,20,984,37,20,0,-1,44541,24,0,0,870,-1,255
22,22108,502,11,871,852,20,989,37,20,0,-1,44547,24,0,0,871,-1,255
28,27800,502,11,871,852,20,995,37,20,0,-1,44552,24,0,0,870,-1,255
33,33504,502,11,870,852,20,1000,37,20,0,-1,44558,24,0,0,871,-1,255
39,39276,502,11,871,852,20,1006,37,20,0,-1,44564,24,0,0,871,-1,255
45,45064,502,11,870,852,20,1012,37,20,0,-1,44569,24,0,0,870,-1,255
51,50836,502,11,870,852,20,1018,37,20,0,-1,44576,24,0,0,871,-1,255
57,56620,502,11,871,852,20,1024,37,20,0,-1,44582,24,0,0,871,-1,255
62,62408,502,11,870,852,20,1030,37,20,0,-1,44587,24,0,0,870,-1,255
68,68188,502,11,871,852,20,1035,37,20,0,-1,44593,24,0,0,871,-1,255
74,73964,502,11,866,852,20,1041,37,20,0,-1,44599,24,0,0,869,-1,255
79,79752,502,11,870,852,20,1047,37,20,0,-1,44604,24,0,0,868,-1,255
85,85520,502,11,862,852,20,1052,37,20,0,-1,44610,24,0,0,862,-1,255
91,91308,502,11,853,852,20,1058,37,20,0,-1,44615,24,0,0,856,-1,255
97,97120,502,11,851,809,19,4,1061,20,1,-1,44622,24,0,0,851,-1,255
103,102828,502,11,844,809,19,9,1061,20,1,-1,44628,24,0,0,844,-1,255
109,108716,502,11,834,809,19,15,1061,20,1,-1,44634,24,0,0,834,-1,255
114,114652,502,11,825,809,19,21,1061,20,1,-1,44639,24,0,0,826,-1,255
120,120596,502,11,817,809,19,27,1061,20,1,-1,44645,24,0,0,817,-1,255
126,126540,502,11,809,809,19,32,1061,20,1,-1,44651,24,0,0,809,-1,255
132,132528,502,11,800,767,18,3,35,20,2,-1,44657,24,0,0,800,-1,255
138,138196,502,11,791,767,18,10,35,20,2,-1,44663,24,0,0,791,-1,255
144,143976,502,11,782,767,18,15,35,20,2,-1,44669,24,0,0,782,-1,255
150,149752,502,11,774,767,18,21,35,20,2,-1,44674,24,0,0,774,-1,255
155,155540,502,11,765,767,18,27,35,20,2,-1,44680,24,0,0,766,-1,255
161,161340,502,11,757,724,17,3,29,20,3,-1,44686,24,0,0,757,-1,255
167,167020,502,11,749,724,17,9,29,20,3,-1,44691,24,0,0,749,-1,255
172,172704,502,11,741,724,17,14,29,20,3,-1,44697,24,0,0,740,-1,255
179,178476,502,11,733,724,17,21,29,20,3,-1,44704,24,0,0,732,-1,255
184,184268,502,11,724,724,17,27,29,20,3,-1,44709,24,0,0,723,-1,255
190,190040,502,11,715,724,17,32,29,20,3,-1,44715,24,0,0,715,-1,255
196,195848,502,11,706,682,16,3,35,20,4,-1,44720,24,0,0,707,-1,255
201,201516,502,11,697,682,16,9,35,20,4,-1,44726,24,0,0,696,-1,255
207,207212,502,11,690,682,16,14,35,20,4,-1,44732,24,0,0,690,-1,255
212,212996,502,11,680,682,16,20,35,20,4,-1,44737,24,0,0,680,-1,255
218,218800,502,11,672,639,15,3,22,20,5,-1,44743,24,0,0,671,-1,255
225,224464,502,11,663,639,15,10,22,20,5,-1,44749,24,0,0,663,-1,255
230,230252,502,11,654,639,15,16,22,20,5,-1,44755,24,0,0,654,-1,255
236,236048,502,11,646,639,15,21,22,20,5,-1,44761,24,0,0,646,-1,255
242,241820,502,11,636,639,15,27,22,20,5,-1,44766,24,0,0,636,-1,255
247,247612,502,11,626,639,15,33,22,20,5,-1,44772,24,0,0,626,-1,255
253,253392,502,11,618,596,14,3,35,20,6,-1,44778,24,0,0,618,-1,255
258,259068,502,11,609,596,14,9,35,20,6,-1,44783,24,0,0,609,-1,255
265,264760,502,11,601,596,14,15,35,20,6,-1,44790,24,0,0,599,-1,255
271,270560,502,11,592,596,14,21,35,20,6,-1,44795,24,0,0,592,-1,255
276,276320,502,11,583,596,14,27,35,20,6,-1,44801,24,0,0,583,-1,255
282,282128,502,11,574,554,13,3,29,20,7,-1,44807,24,0,0,574,-1,255
288,287792,502,11,565,554,13,9,29,20,7,-1,44812,24,0,0,564,-1,255
293,293488,502,11,556,554,13,14,29,20,7,-1,44818,24,0,0,555,-1,255
299,299272,502,11,547,554,13,20,29,20,7,-1,44823,24,0,0,547,-1,255
304,305052,502,11,539,554,13,27,29,20,7,-1,44830,24,0,0,538,-1,255
311,310856,502,11,530,511,12,3,29,20,8,-1,44836,24,0,0,530,-1,255
317,316544,502,11,520,511,12,9,29,20,8,-1,44841,24,0,0,520,-1,255
322,322212,502,11,511,511,12,14,29,20,8,-1,44847,24,0,0,511,-1,255
328,327996,502,11,501,511,12,20,29,20,8,-1,44853,24,0,0,501,-1,255
333,333780,502,11,492,511,12,26,29,20,8,-1,44858,24,0,0,492,-1,255
338,338648,502,11,484,468,11,2,28,20,9,-1,44863,24,0,0,484,0,255
1337,1336616,502,11,426,426,10,958,43,20,10,-1,45862,24,0,0,425,0,255
0,400,1015,23,425,426,10,961,43,20,10,-1,45865,24,0,0,425,0,255
3,3536,1015,23,425,426,10,965,43,20,10,-1,45869,24,0,0,425,0,255
10,11096,1015,23,425,426,10,972,43,20,10,-1,45875,24,0,0,426,1,255
16,16872,1015,23,426,426,10,977,43,20,10,-1,45881,24,0,0,425,1,255
22,22656,1015,23,425,426,10,983,43,20,10,-1,45887,24,0,0,426,1,255
27,28424,1015,23,425,426,10,989,43,20,10,-1,45892,24,0,0,426,1,255
34,34204,1015,23,426,426,10,995,43,20,10,-1,45899,24,0,0,426,1,255
40,39980,1015,23,426,426,10,1001,43,20,10,-1,45905,24,0,0,426,1,255
45,45856,1015,23,426,426,10,1007,43,20,10,-1,45910,24,0,0,425,1,255
51,51716,1015,23,425,426,10,1012,43,20,10,-1,45916,24,0,0,425,1,255
57,57584,1015,23,425,426,10,1018,43,20,10,-1,45922,24,0,0,426,1,255
63,63452,1015,23,425,426,10,1024,43,20,10,-1,45927,24,0,0,426,1,255
68,69316,1015,23,425,426,10,1030,43,20,10,-1,45933,24,0,0,425,1,255
74,75172,1015,23,425,426,10,1035,43,20,10,-1,45940,24,0,0,425,1,255
81,81048,1015,23,428,426,10,1042,43,20,10,-1,45946,24,0,0,428,1,255
87,86920,1015,23,433,426,10,1048,43,20,10,-1,45951,24,0,0,433,1,255
92,92780,1015,23,439,426,10,1053,43,20,10,-1,45957,24,0,0,439,1,255
98,98680,1015,23,448,468,11,3,1056,21,10,-1,45963,24,0,0,448,1,255
104,104504,1015,23,455,468,11,9,1056,21,10,-1,45969,24,0,0,456,1,255
109,110436,1015,23,464,468,11,15,1056,21,10,-1,45974,24,0,0,464,1,255
115,116464,1015,23,474,468,11,21,1056,21,10,-1,45980,24,0,0,474,1,255
122,122492,1015,23,482,468,11,28,1056,21,10,-1,45987,24,0,0,482,1,255
128,128556,1015,23,492,511,12,3,30,22,10,-1,45993,24,0,0,492,1,255
134,134320,1015,23,501,511,12,9,30,22,10,-1,45999,24,0,0,502,1,255
139,140100,1015,23,511,511,12,15,30,22,10,-1,46004,24,0,0,511,1,255
145,145960,1015,23,520,511,12,20,30,22,10,-1,46010,24,0,0,520,1,255
151,151824,1015,23,529,511,12,26,30,22,10,-1,46016,24,0,0,529,1,255
157,157720,1015,23,539,554,13,4,28,23,10,-1,46021,24,0,0,539,1,255
163,163468,1015,23,547,554,13,11,28,23,10,-1,46028,24,0,0,547,1,255
169,169332,1015,23,556,554,13,16,28,23,10,-1,46034,24,0,0,556,1,255
175,175216,1015,23,565,554,13,22,28,23,10,-1,46040,24,0,0,566,1,255
180,181068,1015,23,575,554,13,28,28,23,10,-1,46045,24,0,0,575,1,255
186,186956,1015,23,585,596,14,3,30,24,10,-1,46051,24,0,0,585,1,255
192,192708,1015,23,594,596,14,9,30,24,10,-1,46057,24,0,0,594,1,255
197,198492,1015,23,603,596,14,15,30,24,10,-1,46062,24,0,0,604,1,255
203,204348,1015,23,613,596,14,21,30,24,10,-1,46069,24,0,0,613,1,255
210,210216,1015,23,623,596,14,27,30,24,10,-1,46075,24,0,0,623,1,255
216,216120,1015,23,633,639,15,3,30,25,10,-1,46080,24,0,0,633,1,255
221,221864,1015,23,644,639,15,9,30,25,10,-1,46086,24,0,0,644,1,255
227,227640,1015,23,653,639,15,14,30,25,10,-1,46092,24,0,0,654,1,255
233,233536,1015,23,662,639,15,20,30,25,10,-1,46097,24,0,0,662,1,255
238,239380,1015,23,671,639,15,26,30,25,10,-1,46103,24,0,0,672,1,255
244,245260,1015,23,682,682,16,3,28,26,10,-1,46110,24,0,0,682,1,255
251,251016,1015,23,692,682,16,10,28,26,10,-1,46116,24,0,0,692,1,255
256,256884,1015,23,700,682,16,16,28,26,10,-1,46121,24,0,0,701,1,255
262,262744,1015,23,710,682,16,21,28,26,10,-1,46127,24,0,0,711,1,255
268,268640,1015,23,720,724,17,3,24,27,10,-1,46133,24,0,0,720,1,255
274,274392,1015,23,730,724,17,9,24,27,10,-1,46138,24,0,0,730,1,255
279,280192,1015,23,740,724,17,15,24,27,10,-1,46144,24,0,0,740,1,255
285,286040,1015,23,750,724,17,20,24,27,10,-1,46150,24,0,0,749,1,255
292,291920,1015,23,759,724,17,27,24,27,10,-1,46157,24,0,0,758,1,255
297,297804,1015,23,768,767,18,4,29,28,10,-1,46162,24,0,0,769,1,255
303,303544,1015,23,779,767,18,9,29,28,10,-1,46168,24,0,0,779,1,255
309,309344,1015,23,789,767,18,15,29,28,10,-1,46174,24,0,0,789,1,255
314,315204,1015,23,799,767,18,21,29,28,10,-1,46179,24,0,0,799,1,255
320,321084,1015,23,809,809,19,3,23,29,10,-1,46185,24,0,0,808,1,255
326,326836,1015,23,819,809,19,9,23,29,10,-1,46191,24,0,0,819,1,255
331,332620,1015,23,829,809,19,16,23,29,10,-1,46197,24,0,0,829,1,255
338,338476,1015,23,835,809,19,21,23,29,10,-1,46203,24,0,0,835,1,255
344,344352,1015,23,845,809,19,27,23,29,10,-1,46209,24,0,0,845,1,255
350,350240,1015,23,855,852,20,3,29,30,10,-1,46214,24,0,0,855,1,255
355,355992,1015,23,866,852,20,9,29,30,10,-1,46220,24,0,0,865,1,255
361,361776,1015,23,875,852,20,14,29,30,10,-1,46226,24,0,0,875,1,255
367,367664,1015,23,884,852,20,20,29,30,10,-1,46231,24,0,0,884,1,255
372,373532,1015,23,895,895,21,5,22,31,10,-1,46238,24,0,0,895,1,255
379,379304,1015,23,904,895,21,10,22,31,10,-1,46244,24,0,0,905,1,255
385,385152,1015,23,915,895,21,16,22,31,10,-1,46250,24,0,0,914,1,255
390,391020,1015,23,924,895,21,22,22,31,10,-1,46255,24,0,0,925,1,255
396,396880,1015,23,934,895,21,27,22,31,10,-1,46261,24,0,0,935,1,255
402,402764,1015,23,944,937,22,3,30,32,10,-1,46267,24,0,0,945,1,255
408,408516,1015,23,955,937,22,9,30,32,10,-1,46272,24,0,0,955,1,255
413,414304,1015,23,966,937,22,14,30,32,10,-1,46278,24,0,0,965,1,255
420,420168,1015,23,975,937,22,21,30,32,10,-1,46285,24,0,0,976,1,255
426,426040,1015,23,984,937,22,27,30,32,10,-1,46290,24,0,0,985,1,255
