targetingTimeMilliseconds,targetingTimeMicroseconds,targetPosition,targetEdgesFromLeft,groundTruthPosition,estimatedPosition,estimatedEdgesFromLeft,timeSinceLastEdge,timeBetweenLastEdges,forwardsEdgesSinceLastLimit,backwardsEdgesSinceLastLimit,lastLimit,timeSinceLastLimit,edgesBetweenLimits,atLeftLimit,atRightLimit,opticalSensorDarkness,motorDirection,motorDuty
67,67712,920,21,210,213,5,1045,34,17,36,1,5459,24,0,0,210,1,255
73,73240,920,21,211,213,5,1051,34,17,36,1,5464,24,0,0,210,1,255
78,78760,920,21,211,213,5,1056,34,17,36,1,5470,24,0,0,210,1,255
84,84300,920,21,212,213,5,1062,34,17,36,1,5476,24,0,0,212,1,255
90,89860,920,21,216,255,6,3,1065,18,36,1,5481,24,0,0,216,1,255
95,95264,920,21,220,255,6,8,1065,18,36,1,5487,24,0,0,223,1,255
100,100760,920,21,229,255,6,14,1065,18,36,1,5492,24,0,0,228,1,255
106,106448,920,21,238,255,6,19,1065,18,36,1,5498,24,0,0,237,1,255
111,112152,920,21,246,255,6,25,1065,18,36,1,5503,24,0,0,246,1,255
117,117856,920,21,254,255,6,30,1065,18,36,1,5509,24,0,0,254,1,255
123,123568,920,21,263,298,7,3,33,19,36,1,5514,24,0,0,263,1,255
129,128976,920,21,272,298,7,9,33,19,36,1,5521,24,0,0,272,1,255
134,134420,920,21,280,298,7,14,33,19,36,1,5526,24,0,0,280,1,255
140,139964,920,21,289,298,7,20,33,19,36,1,5531,24,0,0,289,1,255
145,145468,920,21,296,298,7,25,33,19,36,1,5537,24,0,0,296,1,255
150,151000,920,21,303,298,7,31,33,19,36,1,5542,24,0,0,303,1,255
156,156548,920,21,311,341,8,3,33,20,36,1,5548,24,0,0,312,1,255
161,161952,920,21,318,341,8,8,33,20,36,1,5553,24,0,0,318,1,255
166,167400,920,21,326,341,8,15,33,20,36,1,5559,24,0,0,326,1,255
173,172920,920,21,334,341,8,20,33,20,36,1,5565,24,0,0,334,1,255
178,178440,920,21,344,341,8,25,33,20,36,1,5570,24,0,0,344,1,255
184,184000,920,21,353,383,9,3,28,21,36,1,5575,24,0,0,353,1,255
189,189408,920,21,361,383,9,8,28,21,36,1,5581,24,0,0,361,1,255
194,194852,920,21,370,383,9,13,28,21,36,1,5586,24,0,0,370,1,255
200,200392,920,21,379,383,9,19,28,21,36,1,5591,24,0,0,379,1,255
205,205896,920,21,387,383,9,24,28,21,36,1,5597,24,0,0,387,1,255
210,211432,920,21,396,383,9,31,28,21,36,1,5603,24,0,0,396,1,255
217,216980,920,21,406,426,10,3,33,22,36,1,5609,24,0,0,406,1,255
222,222476,920,21,414,426,10,8,33,22,36,1,5614,24,0,0,414,1,255
228,228028,920,21,422,426,10,14,33,22,36,1,5619,24,0,0,422,1,255
233,233612,920,21,432,426,10,19,33,22,36,1,5625,24,0,0,432,1,255
239,239252,920,21,440,468,11,4,21,23,36,1,5630,24,0,0,440,1,255
244,244764,920,21,449,468,11,9,21,23,36,1,5636,24,0,0,449,1,255
249,250304,920,21,459,468,11,15,21,23,36,1,5641,24,0,0,459,1,255
256,255884,920,21,468,468,11,21,21,23,36,1,5648,24,0,0,468,1,255
261,261492,920,21,476,468,11,27,21,23,36,1,5653,24,0,0,476,1,255
267,267100,920,21,486,468,11,32,21,23,36,1,5659,24,0,0,486,1,255
272,272740,920,21,495,511,12,4,34,24,36,1,5664,24,0,0,495,1,255
278,278244,920,21,504,511,12,9,34,24,36,1,5669,24,0,0,504,1,255
283,283764,920,21,514,511,12,14,34,24,36,1,5675,24,0,0,514,1,255
289,289384,920,21,522,511,12,20,34,24,36,1,5680,24,0,0,522,1,255
294,294980,920,21,532,511,12,25,34,24,36,1,5687,24,0,0,532,1,255
301,300620,920,21,540,554,13,4,28,25,36,1,5692,24,0,0,541,1,255
306,306116,920,21,551,554,13,9,28,25,36,1,5698,24,0,0,551,1,255
311,311644,920,21,559,554,13,15,28,25,36,1,5703,24,0,0,559,1,255
317,317252,920,21,569,554,13,20,28,25,36,1,5709,24,0,0,569,1,255
322,322856,920,21,577,554,13,26,28,25,36,1,5714,24,0,0,576,1,255
328,328496,920,21,587,596,14,3,28,26,36,1,5720,24,0,0,588,1,255
333,333996,920,21,596,596,14,8,28,26,36,1,5725,24,0,0,596,1,255
340,339520,920,21,606,596,14,15,28,26,36,1,5731,24,0,0,607,1,255
345,345128,920,21,615,596,14,20,28,26,36,1,5737,24,0,0,615,1,255
351,350776,920,21,625,639,15,4,22,27,36,1,5742,24,0,0,625,1,255
356,356268,920,21,635,639,15,9,22,27,36,1,5748,24,0,0,635,1,255
361,361820,920,21,645,639,15,15,22,27,36,1,5753,24,0,0,645,1,255
367,367420,920,21,654,639,15,20,22,27,36,1,5759,24,0,0,654,1,255
372,373012,920,21,663,639,15,26,22,27,36,1,5764,24,0,0,662,1,255
378,378652,920,21,672,682,16,3,28,28,36,1,5769,24,0,0,672,1,255
384,384148,920,21,681,682,16,9,28,28,36,1,5776,24,0,0,681,1,255
390,389680,920,21,692,682,16,15,28,28,36,1,5781,24,0,0,692,1,255
395,395300,920,21,700,682,16,20,28,28,36,1,5787,24,0,0,700,1,255
400,400900,920,21,711,682,16,26,28,28,36,1,5792,24,0,0,709,1,255
406,406528,920,21,718,724,17,3,28,29,36,1,5798,24,0,0,718,1,255
411,412028,920,21,728,724,17,9,28,29,36,1,5803,24,0,0,727,1,255
417,417556,920,21,738,724,17,14,28,29,36,1,5809,24,0,0,739,1,255
422,423164,920,21,747,724,17,19,28,29,36,1,5815,24,0,0,747,1,255
429,428788,920,21,757,724,17,26,28,29,36,1,5820,24,0,0,757,1,255
434,434412,920,21,766,767,18,3,28,30,36,1,5826,24,0,0,766,1,255
440,439908,920,21,774,767,18,9,28,30,36,1,5831,24,0,0,774,1,255
445,445448,920,21,785,767,18,14,28,30,36,1,5837,24,0,0,785,1,255
450,451048,920,21,794,767,18,20,28,30,36,1,5842,24,0,0,795,1,255
456,456684,920,21,804,809,19,3,22,31,36,1,5848,24,0,0,803,1,255
461,462180,920,21,814,809,19,9,22,31,36,1,5853,24,0,0,814,1,255
468,467700,920,21,823,809,19,15,22,31,36,1,5859,24,0,0,824,1,255
473,473332,920,21,833,809,19,20,22,31,36,1,5865,24,0,0,833,1,255
479,478940,920,21,840,809,19,26,22,31,36,1,5870,24,0,0,841,1,255
484,484528,920,21,849,809,19,31,22,31,36,1,5876,24,0,0,849,1,255
490,490172,920,21,860,852,20,3,34,32,36,1,5881,24,0,0,860,1,255
495,495668,920,21,869,852,20,8,34,32,36,1,5887,24,0,0,869,1,255
500,501200,920,21,879,852,20,14,34,32,36,1,5892,24,0,0,879,1,255
506,506804,920,21,888,852,20,19,34,32,36,1,5898,24,0,0,885,1,255
511,511520,920,21,896,895,21,3,22,33,36,1,5904,24,0,0,897,0,255
1510,1510252,920,21,958,937,22,966,35,34,36,1,6902,24,0,0,958,0,255
0,396,340,7,958,937,22,969,35,34,36,1,6905,24,0,0,959,0,255
3,3204,340,7,958,937,22,972,35,34,36,1,6909,24,0,0,958,0,255
10,10316,340,7,958,937,22,979,35,34,36,1,6914,24,0,0,958,-1,255
15,15816,340,7,958,937,22,984,35,34,36,1,6920,24,0,0,959,-1,255
21,21344,340,7,958,937,22,991,35,34,36,1,6926,24,0,0,959,-1,255
27,26868,340,7,959,937,22,996,35,34,36,1,6932,24,0,0,959,-1,255
32,32400,340,7,958,937,22,1001,35,34,36,1,6937,24,0,0,958,-1,255
38,38008,340,7,958,937,22,1007,35,34,36,1,6942,24,0,0,959,-1,255
43,43616,340,7,957,937,22,1012,35,34,36,1,6948,24,0,0,958,-1,255
49,49228,340,7,958,937,22,1018,35,34,36,1,6953,24,0,0,958,-1,255
54,54828,340,7,958,937,22,1023,35,34,36,1,6959,24,0,0,958,-1,255
60,60464,340,7,959,937,22,1029,35,34,36,1,6964,24,0,0,959,-1,255
66,66044,340,7,959,937,22,1035,35,34,36,1,6971,24,0,0,959,-1,255
72,71676,340,7,959,937,22,1041,35,34,36,1,6976,24,0,0,956,-1,255
77,77300,340,7,958,937,22,1046,35,34,36,1,6982,24,0,0,958,-1,255
83,82904,340,7,954,937,22,1052,35,34,36,1,6987,24,0,0,954,-1,255
88,88496,340,7,949,937,22,1057,35,34,36,1,6993,24,0,0,949,-1,255
94,94112,340,7,944,937,22,1063,35,34,36,1,6998,24,0,0,943,-1,255
99,99748,340,7,936,895,21,3,1065,34,37,1,7004,24,0,0,936,-1,255
104,105300,340,7,928,895,21,10,1065,34,37,1,7010,24,0,0,928,-1,255
111,111076,340,7,919,895,21,15,1065,34,37,1,7016,24,0,0,920,-1,255
117,116880,340,7,913,895,21,21,1065,34,37,1,7022,24,0,0,910,-1,255
122,122636,340,7,903,895,21,27,1065,34,37,1,7027,24,0,0,903,-1,255
128,128440,340,7,895,895,21,32,1065,34,37,1,7033,24,0,0,894,-1,255
134,134224,340,7,884,852,20,3,35,34,38,1,7038,24,0,0,884,-1,255
139,139724,340,7,877,852,20,8,35,34,38,1,7044,24,0,0,876,-1,255
144,145252,340,7,868,852,20,14,35,34,38,1,7049,24,0,0,868,-1,255
151,150856,340,7,860,852,20,20,35,34,38,1,7056,24,0,0,861,-1,255
156,156500,340,7,852,809,19,4,22,34,39,1,7061,24,0,0,852,-1,255
162,161988,340,7,843,809,19,9,22,34,39,1,7066,24,0,0,843,-1,255
167,167516,340,7,834,809,19,14,22,34,39,1,7072,24,0,0,834,-1,255
173,173136,340,7,826,809,19,20,22,34,39,1,7077,24,0,0,826,-1,255
178,178732,340,7,818,809,19,25,22,34,39,1,7083,24,0,0,818,-1,255
184,184364,340,7,808,809,19,31,22,34,39,1,7088,24,0,0,810,-1,255
189,189980,340,7,802,767,18,3,33,34,40,1,7095,24,0,0,802,-1,255
195,195492,340,7,793,767,18,10,33,34,40,1,7100,24,0,0,792,-1,255
201,201108,340,7,784,767,18,15,33,34,40,1,7106,24,0,0,784,-1,255
206,206708,340,7,775,767,18,21,33,34,40,1,7111,24,0,0,775,-1,255
212,212312,340,7,766,767,18,26,33,34,40,1,7117,24,0,0,766,-1,255
217,217956,340,7,758,724,17,4,28,34,41,1,7122,24,0,0,757,-1,255
223,223448,340,7,750,724,17,9,28,34,41,1,7127,24,0,0,751,-1,255
228,228976,340,7,744,724,17,14,28,34,41,1,7133,24,0,0,743,-1,255
235,234600,340,7,736,724,17,21,28,34,41,1,7139,24,0,0,736,-1,255
240,240188,340,7,727,724,17,26,28,34,41,1,7145,24,0,0,727,-1,255
246,245828,340,7,719,724,17,32,28,34,41,1,7150,24,0,0,719,-1,255
251,251440,340,7,712,682,16,3,34,34,42,1,7156,24,0,0,712,-1,255
256,256940,340,7,703,682,16,9,34,34,42,1,7161,24,0,0,701,-1,255
262,262464,340,7,693,682,16,14,34,34,42,1,7167,24,0,0,694,-1,255
267,268076,340,7,687,682,16,20,34,34,42,1,7172,24,0,0,686,-1,255
273,273688,340,7,678,682,16,25,34,34,42,1,7178,24,0,0,677,-1,255
279,279324,340,7,670,639,15,4,28,34,43,1,7184,24,0,0,669,-1,255
285,284816,340,7,661,639,15,9,28,34,43,1,7189,24,0,0,661,-1,255
290,290344,340,7,653,639,15,14,28,34,43,1,7195,24,0,0,653,-1,255
296,295976,340,7,646,639,15,20,28,34,43,1,7200,24,0,0,645,-1,255
301,301568,340,7,636,639,15,25,28,34,43,1,7206,24,0,0,636,-1,255
307,307176,340,7,627,639,15,31,28,34,43,1,7211,24,0,0,627,-1,255
312,312816,340,7,619,596,14,3,33,34,44,1,7217,24,0,0,619,-1,255
317,318316,340,7,610,596,14,10,33,34,44,1,7223,24,0,0,610,-1,255
324,323916,340,7,602,596,14,15,33,34,44,1,7229,24,0,0,602,-1,255
329,329532,340,7,593,596,14,21,33,34,44,1,7234,24,0,0,594,-1,255
335,335136,340,7,585,596,14,26,33,34,44,1,7240,24,0,0,585,-1,255
340,340780,340,7,576,554,13,4,28,34,45,1,7245,24,0,0,575,-1,255
346,346268,340,7,568,554,13,9,28,34,45,1,7250,24,0,0,568,-1,255
351,351800,340,7,560,554,13,14,28,34,45,1,7256,24,0,0,559,-1,255
357,357416,340,7,551,554,13,20,28,34,45,1,7261,24,0,0,551,-1,255
363,363012,340,7,542,554,13,26,28,34,45,1,7268,24,0,0,541,-1,255
369,368632,340,7,535,554,13,32,28,34,45,1,7273,24,0,0,534,-1,255
374,374264,340,7,525,511,12,3,34,34,46,1,7279,24,0,0,525,-1,255
379,379772,340,7,516,511,12,9,34,34,46,1,7284,24,0,0,516,-1,255
385,385288,340,7,507,511,12,14,34,34,46,1,7290,24,0,0,507,-1,255
390,390896,340,7,498,511,12,20,34,34,46,1,7295,24,0,0,498,-1,255
396,396536,340,7,489,468,11,3,22,34,47,1,7301,24,0,0,488,-1,255
401,402028,340,7,480,468,11,8,22,34,47,1,7306,24,0,0,480,-1,255
408,407576,340,7,471,468,11,15,22,34,47,1,7312,24,0,0,471,-1,255
413,413168,340,7,463,468,11,20,22,34,47,1,7318,24,0,0,463,-1,255
419,418776,340,7,454,468,11,26,22,34,47,1,7323,24,0,0,454,-1,255
424,424392,340,7,445,468,11,31,22,34,47,1,7329,24,0,0,444,-1,255
430,430028,340,7,436,426,10,4,33,34,48,1,7334,24,0,0,435,-1,255
435,435528,340,7,426,426,10,9,33,34,48,1,7340,24,0,0,426,-1,255
440,441048,340,7,418,426,10,15,33,34,48,1,7345,24,0,0,418,-1,255
446,446664,340,7,409,426,10,21,33,34,48,1,7352,24,0,0,409,-1,255
452,452272,340,7,402,426,10,26,33,34,48,1,7357,24,0,0,402,-1,255
458,457904,340,7,393,383,9,3,29,34,49,1,7362,24,0,0,393,-1,255
463,463320,340,7,383,383,9,8,29,34,49,1,7368,24,0,0,383,-1,255
468,468764,340,7,374,383,9,14,29,34,49,1,7373,24,0,0,374,-1,255
474,474288,340,7,365,383,9,19,29,34,49,1,7378,24,0,0,365,-1,255
479,479808,340,7,356,383,9,24,29,34,49,1,7384,24,0,0,356,-1,255
485,485356,340,7,347,341,8,4,26,34,50,1,7389,24,0,0,347,-1,255
491,490776,340,7,338,341,8,10,26,34,50,1,7396,24,0,0,339,-1,255
496,496292,340,7,330,341,8,15,26,34,50,1,7401,24,0,0,330,-1,255
502,501840,340,7,320,341,8,21,26,34,50,1,7406,24,0,0,320,-1,255
507,507352,340,7,311,341,8,26,26,34,50,1,7412,24,0,0,311,-1,255
512,511968,340,7,304,298,7,3,28,34,51,1,7417,24,0,0,304,0,255
1510,1510600,340,7,260,298,7,1001,28,34,51,1,8415,24,0,0,260,0,255
0,392,559,13,260,298,7,1005,28,34,51,1,8419,24,0,0,260,0,255
4,3232,559,13,260,298,7,1008,28,34,51,1,8423,24,0,0,260,0,255
11,10436,559,13,260,298,7,1015,28,34,51,1,8428,24,0,0,260,1,255
16,15956,559,13,260,298,7,1020,28,34,51,1,8434,24,0,0,260,1,255
21,21488,559,13,261,298,7,1026,28,34,51,1,8439,24,0,0,260,1,255
27,27012,559,13,260,298,7,1031,28,34,51,1,8445,24,0,0,260,1,255
32,32536,559,13,260,298,7,1036,28,34,51,1,8450,24,0,0,261,1,255
38,38060,559,13,260,298,7,1042,28,34,51,1,8455,24,0,0,261,1,255
44,43584,559,13,260,298,7,1048,28,34,51,1,8462,24,0,0,260,1,255
49,49116,559,13,260,298,7,1054,28,34,51,1,8467,24,0,0,261,1,255
55,54636,559,13,260,298,7,1059,28,34,51,1,8473,24,0,0,260,1,255
60,60156,559,13,260,298,7,1064,28,34,51,1,8478,24,0,0,260,1,255
66,65692,559,13,260,298,7,1070,28,34,51,1,8483,24,0,0,260,1,255
71,71204,559,13,260,298,7,1075,28,34,51,1,8489,24,0,0,260,1,255
76,76732,559,13,260,298,7,1081,28,34,51,1,8494,24,0,0,260,1,255
82,82264,559,13,262,298,7,1086,28,34,51,1,8500,24,0,0,262,1,255
88,87792,559,13,267,298,7,1092,28,34,51,1,8506,24,0,0,267,1,255
94,93340,559,13,273,298,7,1098,28,34,51,1,8511,24,0,0,273,1,255
99,98840,559,13,281,298,7,1103,28,34,51,1,8517,24,0,0,281,1,255
104,104428,559,13,290,298,7,1109,28,34,51,1,8522,24,0,0,290,1,255
110,110116,559,13,298,298,7,1114,28,34,51,1,8528,24,0,0,298,1,255
116,115836,559,13,305,341,8,4,1116,35,51,1,8533,24,0,0,306,1,255
121,121420,559,13,313,341,8,9,1116,35,51,1,8539,24,0,0,313,1,255
127,127036,559,13,321,341,8,15,1116,35,51,1,8544,24,0,0,321,1,255
133,132728,559,13,330,341,8,21,1116,35,51,1,8551,24,0,0,330,1,255
139,138440,559,13,337,341,8,27,1116,35,51,1,8556,24,0,0,337,1,255
144,144112,559,13,347,341,8,32,1116,35,51,1,8562,24,0,0,347,1,255
150,149840,559,13,356,383,9,3,35,36,51,1,8567,24,0,0,356,1,255
155,155248,559,13,364,383,9,8,35,36,51,1,8573,24,0,0,364,1,255
160,160692,559,13,373,383,9,14,35,36,51,1,8578,24,0,0,373,1,255
166,166212,559,13,382,383,9,19,35,36,51,1,8584,24,0,0,382,1,255
172,171740,559,13,391,383,9,25,35,36,51,1,8590,24,0,0,392,1,255
178,177292,559,13,401,426,10,4,27,37,51,1,8595,24,0,0,401,1,255
183,182804,559,13,409,426,10,9,27,37,51,1,8601,24,0,0,410,1,255
188,188316,559,13,418,426,10,15,27,37,51,1,8606,24,0,0,418,1,255
194,193928,559,13,427,426,10,20,27,37,51,1,8612,24,0,0,427,1,255
199,199532,559,13,435,426,10,26,27,37,51,1,8617,24,0,0,436,1,255
205,205172,559,13,444,468,11,3,28,38,51,1,8623,24,0,0,444,1,255
210,210688,559,13,454,468,11,8,28,38,51,1,8628,24,0,0,454,1,255
217,216216,559,13,462,468,11,15,28,38,51,1,8634,24,0,0,462,1,255
222,221804,559,13,471,468,11,20,28,38,51,1,8640,24,0,0,472,1,255
228,227416,559,13,480,468,11,26,28,38,51,1,8645,24,0,0,480,1,255
233,233056,559,13,489,511,12,3,28,39,51,1,8651,24,0,0,490,1,255
238,238556,559,13,499,511,12,9,28,39,51,1,8656,24,0,0,499,1,255
244,244068,559,13,509,511,12,14,28,39,51,1,8662,24,0,0,509,1,255
249,249688,559,13,517,511,12,20,28,39,51,1,8667,24,0,0,517,1,255
255,255296,559,13,527,511,12,25,28,39,51,1,8674,24,0,0,527,1,255
260,260012,559,13,535,554,13,3,28,40,51,1,8679,24,0,0,535,0,255
1259,1258784,559,13,598,596,14,960,41,41,51,1,9677,24,0,0,598,0,255
0,388,785,18,598,596,14,963,41,41,51,1,9680,24,0,0,598,0,255
3,3244,785,18,598,596,14,966,41,41,51,1,9684,24,0,0,598,0,255
10,10464,785,18,598,596,14,973,41,41,51,1,9689,24,0,0,598,1,255
15,15984,785,18,598,596,14,978,41,41,51,1,9695,24,0,0,598,1,255
22,21524,785,18,599,596,14,985,41,41,51,1,9701,24,0,0,599,1,255
27,27068,785,18,601,596,14,990,41,41,51,1,9707,24,0,0,601,1,255
32,32576,785,18,602,596,14,996,41,41,51,1,9712,24,0,0,602,1,255
38,38104,785,18,605,596,14,1001,41,41,51,1,9718,24,0,0,605,1,255
43,43708,785,18,608,596,14,1006,41,41,51,1,9723,24,0,0,608,1,255
49,49316,785,18,612,596,14,1012,41,41,51,1,9728,24,0,0,612,1,255
54,54928,785,18,618,596,14,1017,41,41,51,1,9734,24,0,0,618,1,255
60,60564,785,18,624,639,15,4,1020,42,51,1,9740,24,0,0,624,1,255
66,66064,785,18,629,639,15,9,1020,42,51,1,9746,24,0,0,629,1,255
71,71596,785,18,636,639,15,15,1020,42,51,1,9751,24,0,0,636,1,255
77,77200,785,18,643,639,15,20,1020,42,51,1,9757,24,0,0,643,1,255
82,82812,785,18,649,639,15,26,1020,42,51,1,9762,24,0,0,649,1,255
88,88420,785,18,656,639,15,31,1020,42,51,1,9768,24,0,0,655,1,255
93,94032,785,18,662,639,15,37,1020,42,51,1,9773,24,0,0,662,1,255
99,99640,785,18,670,639,15,42,1020,42,51,1,9779,24,0,0,670,1,255
105,105336,785,18,676,682,16,5,44,43,51,1,9785,24,0,0,676,1,255
111,110828,785,18,686,682,16,10,44,43,51,1,9791,24,0,0,686,1,255
116,116436,785,18,693,682,16,15,44,43,51,1,9796,24,0,0,693,1,255
122,122064,785,18,702,682,16,21,44,43,51,1,9801,24,0,0,702,1,255
127,127660,785,18,710,682,16,26,44,43,51,1,9807,24,0,0,710,1,255
133,133296,785,18,717,724,17,3,29,44,51,1,9812,24,0,0,716,1,255
138,138796,785,18,726,724,17,8,29,44,51,1,9818,24,0,0,726,1,255
143,144320,785,18,735,724,17,14,29,44,51,1,9823,24,0,0,735,1,255
150,149932,785,18,744,724,17,20,29,44,51,1,9830,24,0,0,744,1,255
155,155544,785,18,752,724,17,26,29,44,51,1,9835,24,0,0,754,1,255
161,161160,785,18,761,724,17,31,29,44,51,1,9841,24,0,0,762,1,255
165,165864,785,18,769,767,18,3,33,45,51,1,9846,24,0,0,769,0,255
1164,1164500,785,18,829,809,19,980,21,46,51,1,10844,24,0,0,829,0,255
0,404,557,13,829,809,19,983,21,46,51,1,10847,24,0,0,830,0,255
3,3312,557,13,830,809,19,988,21,46,51,1,10852,24,0,0,830,0,255
11,10704,557,13,830,809,19,994,21,46,51,1,10858,24,0,0,829,-1,255
17,16376,557,13,829,809,19,1000,21,46,51,1,10863,24,0,0,830,-1,255
22,22156,557,13,830,809,19,1005,21,46,51,1,10869,24,0,0,830,-1,255
28,27932,557,13,829,809,19,1011,21,46,51,1,10875,24,0,0,830,-1,255
33,33720,557,13,830,809,19,1017,21,46,51,1,10880,24,0,0,830,-1,255
39,39488,557,13,830,809,19,1022,21,46,51,1,10886,24,0,0,830,-1,255
45,45292,557,13,829,809,19,1029,21,46,51,1,10893,24,0,0,830,-1,255
51,51052,557,13,830,809,19,1035,21,46,51,1,10898,24,0,0,830,-1,255
57,56828,557,13,830,809,19,1040,21,46,51,1,10904,24,0,0,830,-1,255
63,62644,557,13,831,809,19,1046,21,46,51,1,10910,24,0,0,829,-1,255
68,68400,557,13,829,809,19,1052,21,46,51,1,10915,24,0,0,830,-1,255
74,74180,557,13,829,809,19,1057,21,46,51,1,10921,24,0,0,830,-1,255
80,79984,557,13,826,809,19,1063,21,46,51,1,10926,24,0,0,826,-1,255
85,85736,557,13,821,809,19,1068,21,46,51,1,10932,24,0,0,821,-1,255
92,91524,557,13,816,809,19,1075,21,46,51,1,10939,24,0,0,816,-1,255
98,97336,557,13,811,809,19,1081,21,46,51,1,10944,24,0,0,811,-1,255
103,103160,557,13,802,767,18,3,1083,46,52,1,10950,24,0,0,801,-1,255
109,108996,557,13,794,767,18,9,1083,46,52,1,10956,24,0,0,794,-1,255
115,114872,557,13,785,767,18,15,1083,46,52,1,10962,24,0,0,785,-1,255
120,120820,557,13,775,767,18,21,1083,46,52,1,10967,24,0,0,775,-1,255
126,126788,557,13,767,767,18,27,1083,46,52,1,10973,24,0,0,765,-1,255
133,132744,557,13,758,724,17,4,29,46,53,1,10980,24,0,0,758,-1,255
139,138440,557,13,750,724,17,10,29,46,53,1,10985,24,0,0,750,-1,255
144,144192,557,13,743,724,17,16,29,46,53,1,10991,24,0,0,743,-1,255
150,149968,557,13,735,724,17,21,29,46,53,1,10997,24,0,0,735,-1,255
156,155768,557,13,727,724,17,27,29,46,53,1,11002,24,0,0,726,-1,255
161,161524,557,13,718,724,17,32,29,46,53,1,11008,24,0,0,718,-1,255
167,167332,557,13,710,682,16,3,35,46,54,1,11014,24,0,0,710,-1,255
172,173012,557,13,701,682,16,10,35,46,54,1,11020,24,0,0,701,-1,255
179,178780,557,13,692,682,16,15,35,46,54,1,11026,24,0,0,692,-1,255
185,184564,557,13,683,682,16,21,35,46,54,1,11032,24,0,0,683,-1,255
190,190348,557,13,675,682,16,27,35,46,54,1,11037,24,0,0,675,-1,255
196,196152,557,13,667,639,15,3,29,46,55,1,11043,24,0,0,667,-1,255
202,201840,557,13,658,639,15,9,29,46,55,1,11048,24,0,0,657,-1,255
207,207508,557,13,650,639,15,14,29,46,55,1,11054,24,0,0,649,-1,255
213,213292,557,13,640,639,15,20,29,46,55,1,11060,24,0,0,640,-1,255
219,219076,557,13,630,639,15,27,29,46,55,1,11066,24,0,0,630,-1,255
225,224856,557,13,623,639,15,32,29,46,55,1,11072,24,0,0,622,-1,255
231,230664,557,13,613,596,14,3,35,46,56,1,11077,24,0,0,613,-1,255
236,236328,557,13,605,596,14,9,35,46,56,1,11083,24,0,0,603,-1,255
242,242024,557,13,596,596,14,14,35,46,56,1,11089,24,0,0,596,-1,255
247,247812,557,13,588,596,14,20,35,46,56,1,11094,24,0,0,587,-1,255
252,252688,557,13,579,554,13,3,22,46,57,1,11099,24,0,0,579,0,255
1251,1250376,557,13,524,511,12,945,56,46,58,1,12097,24,0,0,524,0,255
1,404,773,18,524,511,12,948,56,46,58,1,12100,24,0,0,524,0,255
4,3300,773,18,524,511,12,951,56,46,58,1,12105,24,0,0,524,0,255
11,10672,773,18,524,511,12,958,56,46,58,1,12111,24,0,0,524,1,255
16,16280,773,18,524,511,12,963,56,46,58,1,12116,24,0,0,524,1,255
22,21888,773,18,524,511,12,969,56,46,58,1,12122,24,0,0,524,1,255
27,27496,773,18,524,511,12,974,56,46,58,1,12127,24,0,0,524,1,255
34,33112,773,18,524,511,12,981,56,46,58,1,12133,24,0,0,524,1,255
39,38720,773,18,524,511,12,986,56,46,58,1,12139,24,0,0,524,1,255
45,44328,773,18,524,511,12,992,56,46,58,1,12144,24,0,0,524,1,255
50,49936,773,18,524,511,12,997,56,46,58,1,12150,24,0,0,524,1,255
56,55560,773,18,524,511,12,1003,56,46,58,1,12155,24,0,0,524,1,255
61,61240,773,18,524,511,12,1008,56,46,58,1,12161,24,0,0,524,1,255
67,66944,773,18,523,511,12,1014,56,46,58,1,12167,24,0,0,524,1,255
72,72640,773,18,523,511,12,1021,56,46,58,1,12173,24,0,0,523,1,255
79,78336,773,18,523,511,12,1026,56,46,58,1,12179,24,0,0,524,1,255
84,84044,773,18,527,511,12,1032,56,46,58,1,12184,24,0,0,528,1,255
90,89732,773,18,533,511,12,1037,56,46,58,1,12190,24,0,0,533,1,255
96,95460,773,18,539,554,13,3,1039,47,58,1,12195,24,0,0,540,1,255
101,101088,773,18,547,554,13,8,1039,47,58,1,12201,24,0,0,547,1,255
107,106864,773,18,555,554,13,14,1039,47,58,1,12207,24,0,0,555,1,255
112,112736,773,18,564,554,13,20,1039,47,58,1,12212,24,0,0,564,1,255
119,118604,773,18,573,554,13,26,1039,47,58,1,12219,24,0,0,573,1,255
125,124492,773,18,583,596,14,3,29,48,58,1,12225,24,0,0,583,1,255
130,130080,773,18,592,596,14,9,29,48,58,1,12230,24,0,0,592,1,255
136,135684,773,18,599,596,14,14,29,48,58,1,12236,24,0,0,600,1,255
141,141384,773,18,609,596,14,20,29,48,58,1,12241,24,0,0,609,1,255
147,147092,773,18,617,596,14,25,29,48,58,1,12247,24,0,0,617,1,255
153,152796,773,18,626,639,15,4,27,49,58,1,12252,24,0,0,626,1,255
158,158380,773,18,636,639,15,10,27,49,58,1,12259,24,0,0,637,1,255
165,164088,773,18,647,639,15,16,27,49,58,1,12264,24,0,0,647,1,255
170,169768,773,18,655,639,15,21,27,49,58,1,12270,24,0,0,655,1,255
176,175464,773,18,663,639,15,27,27,49,58,1,12275,24,0,0,662,1,255
181,181184,773,18,673,682,16,4,29,50,58,1,12281,24,0,0,673,1,255
187,186784,773,18,682,682,16,9,29,50,58,1,12286,24,0,0,681,1,255
192,192376,773,18,692,682,16,14,29,50,58,1,12292,24,0,0,692,1,255
198,198076,773,18,701,682,16,20,29,50,58,1,12298,24,0,0,700,1,255
